frame,x_0,y_0,visibility_0,x_1,y_1,visibility_1,x_2,y_2,visibility_2,x_3,y_3,visibility_3,x_4,y_4,visibility_4,x_5,y_5,visibility_5,x_6,y_6,visibility_6,x_7,y_7,visibility_7,x_8,y_8,visibility_8,x_9,y_9,visibility_9,x_10,y_10,visibility_10,x_11,y_11,visibility_11,x_12,y_12,visibility_12,x_13,y_13,visibility_13,x_14,y_14,visibility_14,x_15,y_15,visibility_15,x_16,y_16,visibility_16,x_17,y_17,visibility_17,x_18,y_18,visibility_18,x_19,y_19,visibility_19,x_20,y_20,visibility_20,x_21,y_21,visibility_21,x_22,y_22,visibility_22,x_23,y_23,visibility_23,x_24,y_24,visibility_24,x_25,y_25,visibility_25,x_26,y_26,visibility_26,x_27,y_27,visibility_27,x_28,y_28,visibility_28,x_29,y_29,visibility_29,x_30,y_30,visibility_30,x_31,y_31,visibility_31,x_32,y_32,visibility_32
0,0.425697922706604,0.26856696605682373,0.9980702996253967,0.40625572204589844,0.26040059328079224,0.9971541166305542,0.40865081548690796,0.2605065703392029,0.9954209923744202,0.4112526476383209,0.26028361916542053,0.9954186677932739,0.39682310819625854,0.2595292627811432,0.9980121850967407,0.3924970328807831,0.25919872522354126,0.9979231953620911,0.388327956199646,0.2613111138343811,0.9981858134269714,0.40348494052886963,0.2667264938354492,0.9950870871543884,0.3684671223163605,0.2681477963924408,0.9975031018257141,0.4145033657550812,0.2852240204811096,0.9914246797561646,0.40486207604408264,0.28513962030410767,0.9905732274055481,0.39296337962150574,0.3107895851135254,0.9745941758155823,0.34946173429489136,0.3204305171966553,0.9970556497573853,0.40499985218048096,0.2829565107822418,0.04727672412991524,0.39222800731658936,0.25988858938217163,0.9719242453575134,0.39911434054374695,0.24130935966968536,0.15797825157642365,0.3733654320240021,0.17610907554626465,0.9741665720939636,0.4001995027065277,0.23557953536510468,0.19219866394996643,0.3759769797325134,0.15671098232269287,0.9659697413444519,0.39468520879745483,0.2340843379497528,0.19390082359313965,0.36991754174232483,0.15462267398834229,0.9612330794334412,0.3936150074005127,0.23673716187477112,0.21397128701210022,0.36866870522499084,0.16334748268127441,0.9434331059455872,0.4199835956096649,0.48370057344436646,0.9953168630599976,0.376049667596817,0.48653775453567505,0.9987605810165405,0.4025638699531555,0.5982251167297363,0.31471970677375793,0.3774074614048004,0.6308546662330627,0.9308282136917114,0.3741627633571625,0.6982548236846924,0.5131352543830872,0.3655269742012024,0.7651857137680054,0.9560105204582214,0.35602831840515137,0.7048821449279785,0.5633119940757751,0.34054261445999146,0.7886841297149658,0.9358530640602112,0.44674262404441833,0.7268990278244019,0.5898719429969788,0.4557230770587921,0.8023015856742859,0.9209054708480835
1,0.41976895928382874,0.2733859121799469,0.9977644681930542,0.40659254789352417,0.26421451568603516,0.9968295693397522,0.4087750017642975,0.26397210359573364,0.9949586987495422,0.41127172112464905,0.2632904648780823,0.9951471090316772,0.39789310097694397,0.26512381434440613,0.9977210164070129,0.3936048150062561,0.2645927667617798,0.9975564479827881,0.38940632343292236,0.26456305384635925,0.9979032874107361,0.40343043208122253,0.26720568537712097,0.9948095679283142,0.37081456184387207,0.2691672742366791,0.9972656965255737,0.41449499130249023,0.2856595516204834,0.9912447333335876,0.405038446187973,0.285571426153183,0.9904512763023376,0.3884626626968384,0.31026536226272583,0.97533118724823,0.3537087142467499,0.31968069076538086,0.9970806241035461,0.388126403093338,0.24407073855400085,0.058055438101291656,0.3893529176712036,0.252666711807251,0.9722683429718018,0.37702029943466187,0.171699658036232,0.18605473637580872,0.3735913932323456,0.1756337583065033,0.9735745787620544,0.37468427419662476,0.16497579216957092,0.22180649638175964,0.37596866488456726,0.1572479009628296,0.9651118516921997,0.37087252736091614,0.16546067595481873,0.22290416061878204,0.36986058950424194,0.15498848259449005,0.9601802229881287,0.373035728931427,0.1623411476612091,0.24291099607944489,0.36865362524986267,0.16336974501609802,0.9425937533378601,0.4176678955554962,0.4849373698234558,0.9953073859214783,0.3804703950881958,0.48816776275634766,0.9986708164215088,0.40055733919143677,0.6078501343727112,0.3038247227668762,0.3795700967311859,0.6317623257637024,0.9256067872047424,0.3695080280303955,0.7088948488235474,0.48813095688819885,0.3655197024345398,0.7653276920318604,0.9482879042625427,0.35119324922561646,0.732149064540863,0.5489489436149597,0.34112125635147095,0.79022616147995,0.9333617687225342,0.43783536553382874,0.7414673566818237,0.5631146430969238,0.4557841122150421,0.8024589419364929,0.9084720015525818
2,0.41797536611557007,0.2817067503929138,0.9970572590827942,0.40657103061676025,0.27279025316238403,0.9958288669586182,0.40855953097343445,0.27233627438545227,0.9936036467552185,0.4106678366661072,0.2716483473777771,0.9942129850387573,0.3978995084762573,0.27394312620162964,0.9969897270202637,0.39359262585639954,0.27384018898010254,0.9967128038406372,0.3892863094806671,0.27356597781181335,0.9971938133239746,0.40134257078170776,0.2759091258049011,0.9936191439628601,0.37027692794799805,0.2802456021308899,0.9965017437934875,0.4150017499923706,0.29010599851608276,0.9906941652297974,0.4057418704032898,0.29085206985473633,0.9899157881736755,0.3977954387664795,0.3172535002231598,0.9756678342819214,0.3528684973716736,0.32939326763153076,0.9971370697021484,0.3931441903114319,0.24795131385326385,0.07360058277845383,0.366900771856308,0.25436267256736755,0.9740052223205566,0.38374999165534973,0.17669108510017395,0.21640871465206146,0.37346407771110535,0.17900791764259338,0.9743346571922302,0.37884414196014404,0.16123110055923462,0.2511320412158966,0.37584444880485535,0.15939614176750183,0.9655818343162537,0.37313681840896606,0.1618661731481552,0.25199270248413086,0.36905336380004883,0.15690137445926666,0.9604840874671936,0.37552645802497864,0.16979265213012695,0.2723521888256073,0.3682561218738556,0.16475477814674377,0.9431185722351074,0.42234623432159424,0.4900832772254944,0.9953257441520691,0.3804325461387634,0.49325084686279297,0.9986407160758972,0.40326327085494995,0.6091476082801819,0.295089989900589,0.3802357017993927,0.6322416663169861,0.9285089373588562,0.3698708117008209,0.7082961797714233,0.4762777090072632,0.36580389738082886,0.7653837203979492,0.9492993950843811,0.3512859642505646,0.7266076803207397,0.5469300150871277,0.34176474809646606,0.7916942834854126,0.935567319393158,0.43759483098983765,0.7402886748313904,0.5554623603820801,0.45616042613983154,0.802649199962616,0.9092852473258972
3,0.4143182039260864,0.286019504070282,0.996736466884613,0.40573352575302124,0.27647340297698975,0.995374321937561,0.40732836723327637,0.2759399116039276,0.9930008053779602,0.4089982211589813,0.2752282917499542,0.9938144087791443,0.397408127784729,0.27733391523361206,0.9966764450073242,0.39302533864974976,0.2775675356388092,0.9963479042053223,0.3885824978351593,0.2773250937461853,0.9968873262405396,0.3986184000968933,0.2794133424758911,0.9930884838104248,0.3694658875465393,0.28332966566085815,0.9961773157119751,0.41459834575653076,0.2940509617328644,0.9906567335128784,0.405332088470459,0.2948302924633026,0.989997386932373,0.3980969190597534,0.32221144437789917,0.9762500524520874,0.35026562213897705,0.3345088064670563,0.9972335696220398,0.3967130780220032,0.24731743335723877,0.08759479969739914,0.3471442461013794,0.25628340244293213,0.9756559729576111,0.3877083659172058,0.18111395835876465,0.246459499001503,0.37220871448516846,0.18236546218395233,0.9750596284866333,0.38003015518188477,0.16226039826869965,0.2805732786655426,0.3752751648426056,0.1616114377975464,0.9660495519638062,0.37443339824676514,0.16200682520866394,0.2810896933078766,0.36772075295448303,0.15898355841636658,0.9608362317085266,0.377103716135025,0.1715749204158783,0.3011947274208069,0.367488831281662,0.16664248704910278,0.9436895847320557,0.42201516032218933,0.4948495924472809,0.9953914880752563,0.3800177574157715,0.4988746643066406,0.9986500144004822,0.4029419422149658,0.6117304563522339,0.2894060015678406,0.38021379709243774,0.6341857314109802,0.9314659833908081,0.36940303444862366,0.7079491019248962,0.4689120650291443,0.36588335037231445,0.7662568092346191,0.9505041241645813,0.3514326810836792,0.7237890958786011,0.5481504797935486,0.34214460849761963,0.793298065662384,0.9381404519081116,0.43775731325149536,0.7436417937278748,0.5499445796012878,0.45648130774497986,0.8034965395927429,0.9103908538818359
4,0.4107748568058014,0.28438800573349,0.9965567588806152,0.40278345346450806,0.27493926882743835,0.9951627254486084,0.4036157429218292,0.27459827065467834,0.992755115032196,0.4044558107852936,0.2740914225578308,0.9936709403991699,0.3953516185283661,0.2753741145133972,0.9965184926986694,0.390880286693573,0.2754596471786499,0.9961550235748291,0.38629308342933655,0.2755366265773773,0.9967266321182251,0.39056214690208435,0.27878811955451965,0.9929352402687073,0.3658730685710907,0.28169775009155273,0.9960352182388306,0.41198572516441345,0.2935803532600403,0.9907023310661316,0.40325918793678284,0.294114887714386,0.9901008605957031,0.396914005279541,0.32363131642341614,0.9765240550041199,0.33933451771736145,0.332763135433197,0.9972804188728333,0.39130398631095886,0.24934621155261993,0.10100486874580383,0.3379351794719696,0.2578018307685852,0.976959228515625,0.387368381023407,0.18306411802768707,0.2707485854625702,0.370179146528244,0.1821441352367401,0.9750931262969971,0.37576645612716675,0.16782884299755096,0.3036809265613556,0.3711400032043457,0.1620054990053177,0.9655929803848267,0.37036073207855225,0.16781939566135406,0.3038681745529175,0.3645288646221161,0.1597018539905548,0.9601349830627441,0.37381625175476074,0.1741897314786911,0.32422563433647156,0.3648724853992462,0.16690310835838318,0.9431106448173523,0.4197322130203247,0.4982454180717468,0.9952365159988403,0.3751083016395569,0.500199019908905,0.9986235499382019,0.40262335538864136,0.6105356812477112,0.28284311294555664,0.3751765489578247,0.6344293355941772,0.9333522319793701,0.36764487624168396,0.7007344961166382,0.45765817165374756,0.36293965578079224,0.7662535905838013,0.9506568908691406,0.35062655806541443,0.7152940034866333,0.5450756549835205,0.340849906206131,0.7908807992935181,0.9393805265426636,0.42965587973594666,0.7402396202087402,0.5402712225914001,0.4511851370334625,0.8034933805465698,0.9093705415725708
5,0.40878424048423767,0.28214898705482483,0.996660590171814,0.40234434604644775,0.27061599493026733,0.9953179359436035,0.40338385105133057,0.27013885974884033,0.9929792881011963,0.4044380187988281,0.26942652463912964,0.993881106376648,0.39410290122032166,0.27081435918807983,0.9966528415679932,0.38933706283569336,0.2707839608192444,0.9962996244430542,0.38442057371139526,0.2700470983982086,0.9968663454055786,0.3910263180732727,0.27311715483665466,0.9930638670921326,0.3633129894733429,0.2751895785331726,0.9961968660354614,0.410994291305542,0.2905219793319702,0.9910246729850769,0.4016024172306061,0.29054775834083557,0.990604817867279,0.3967927396297455,0.3219943940639496,0.9768173694610596,0.3382646143436432,0.33244723081588745,0.9973963499069214,0.3976241648197174,0.24828782677650452,0.11493082344532013,0.3411891460418701,0.2574743628501892,0.9775762557983398,0.3915657103061676,0.1813206821680069,0.29325538873672485,0.36976882815361023,0.18444807827472687,0.9743139147758484,0.3772564232349396,0.16350577771663666,0.32418960332870483,0.37071019411087036,0.16492800414562225,0.9641355872154236,0.37190279364585876,0.16432516276836395,0.3239806592464447,0.36253929138183594,0.16347907483577728,0.9585503935813904,0.37497222423553467,0.17325948178768158,0.34412574768066406,0.36271777749061584,0.17008210718631744,0.941763699054718,0.41743040084838867,0.4949210584163666,0.9952335953712463,0.37153351306915283,0.49682560563087463,0.9986696243286133,0.4026130735874176,0.6057025194168091,0.28335121273994446,0.3736059069633484,0.630610466003418,0.9351680278778076,0.36774471402168274,0.6948693990707397,0.45972850918769836,0.3614504635334015,0.7649552226066589,0.9514197111129761,0.35072988271713257,0.7085819840431213,0.5486571192741394,0.3401198089122772,0.7854136824607849,0.9401595592498779,0.43091121315956116,0.7348865270614624,0.5415584444999695,0.4488602876663208,0.8033791780471802,0.9103423953056335
6,0.3982890546321869,0.2776864171028137,0.9967206716537476,0.3947191536426544,0.2657562494277954,0.9954773187637329,0.39628490805625916,0.26536425948143005,0.9932311177253723,0.39788174629211426,0.2647869288921356,0.9941098093986511,0.3858719766139984,0.2657136619091034,0.9967494606971741,0.3812427222728729,0.2655928134918213,0.9963943362236023,0.37653520703315735,0.2647542655467987,0.996957004070282,0.3850214183330536,0.26900365948677063,0.9933528900146484,0.3564688265323639,0.2690722346305847,0.9964022636413574,0.4022769629955292,0.2864287495613098,0.9914461970329285,0.3921474814414978,0.2861245572566986,0.9911270141601562,0.39645975828170776,0.31792163848876953,0.9780803322792053,0.3314468264579773,0.32673180103302,0.9975455403327942,0.40128546953201294,0.24434196949005127,0.1332893818616867,0.34796953201293945,0.24459798634052277,0.97828608751297,0.3914513885974884,0.1810540407896042,0.31240352988243103,0.37040412425994873,0.18404874205589294,0.9721999168395996,0.3746853768825531,0.1654079556465149,0.3393550515174866,0.37167030572891235,0.16531416773796082,0.960822582244873,0.36731040477752686,0.1664140522480011,0.33880606293678284,0.36267533898353577,0.16443213820457458,0.95473313331604,0.3715417981147766,0.1753990203142166,0.359762042760849,0.3626271188259125,0.1707061231136322,0.9384080171585083,0.41398298740386963,0.49042606353759766,0.9953329563140869,0.36414751410484314,0.49146562814712524,0.9987250566482544,0.4006057381629944,0.6040002107620239,0.27878978848457336,0.3722243010997772,0.6275027990341187,0.9355675578117371,0.365668922662735,0.6951408982276917,0.4516986608505249,0.35915833711624146,0.7640191316604614,0.9499140977859497,0.34959104657173157,0.7071273922920227,0.544731616973877,0.3388684391975403,0.7831903100013733,0.9380075931549072,0.43174120783805847,0.7349648475646973,0.5361643433570862,0.4472566246986389,0.8008207082748413,0.9082156419754028
7,0.39295530319213867,0.270300954580307,0.9968478679656982,0.39084452390670776,0.25870877504348755,0.995668888092041,0.3926113545894623,0.25850099325180054,0.9935262203216553,0.3944547772407532,0.2581559717655182,0.994367778301239,0.381740540266037,0.2585238814353943,0.9968886375427246,0.37708625197410583,0.25846216082572937,0.9965448975563049,0.37235701084136963,0.2579335868358612,0.9970901608467102,0.3811543881893158,0.2630973756313324,0.9936702251434326,0.35164928436279297,0.262485146522522,0.9966232776641846,0.39595964550971985,0.2802589535713196,0.9919426441192627,0.38571038842201233,0.27967357635498047,0.991736114025116,0.3895162343978882,0.31780797243118286,0.9792091250419617,0.3217364549636841,0.3204585611820221,0.9977157115936279,0.4009752869606018,0.24119214713573456,0.14529822766780853,0.35092484951019287,0.24639666080474854,0.9788609743118286,0.3885340094566345,0.18476255238056183,0.3245360255241394,0.37110960483551025,0.18479476869106293,0.9696840047836304,0.3719184398651123,0.168050616979599,0.3490367829799652,0.3723815381526947,0.16749884188175201,0.9572684168815613,0.3624024987220764,0.17081497609615326,0.34840628504753113,0.3626214861869812,0.16658128798007965,0.9507144689559937,0.3654424846172333,0.17711690068244934,0.37011492252349854,0.36206382513046265,0.17392605543136597,0.934498131275177,0.40596431493759155,0.48453769087791443,0.9954532384872437,0.354863703250885,0.4862181544303894,0.9987965822219849,0.39434313774108887,0.5992978811264038,0.2743070721626282,0.3679572641849518,0.6242788434028625,0.9365220665931702,0.3622266948223114,0.6892022490501404,0.44669297337532043,0.3567609190940857,0.7612024545669556,0.9493810534477234,0.34657225012779236,0.6975956559181213,0.5437713265419006,0.3376199007034302,0.7801159024238586,0.9371682405471802,0.43231308460235596,0.7320162057876587,0.535005509853363,0.446872740983963,0.7969701886177063,0.9079504609107971
8,0.3913173973560333,0.27035313844680786,0.9969404339790344,0.38920024037361145,0.259103000164032,0.9958806037902832,0.3907794952392578,0.2590281367301941,0.9938368201255798,0.3924773633480072,0.2587684094905853,0.9946703314781189,0.38064146041870117,0.2589597702026367,0.9970194101333618,0.3761417865753174,0.25901052355766296,0.9966800212860107,0.37155240774154663,0.25873810052871704,0.9972249865531921,0.37844088673591614,0.2635083496570587,0.9940260052680969,0.3503105938434601,0.26363885402679443,0.9968368411064148,0.39372947812080383,0.2809244394302368,0.9923854470252991,0.3849300742149353,0.28038454055786133,0.9922313094139099,0.38940712809562683,0.31389525532722473,0.9804171323776245,0.32262420654296875,0.3143179714679718,0.9978511333465576,0.40418702363967896,0.2419532835483551,0.15177825093269348,0.3612012565135956,0.2452280968427658,0.9792836904525757,0.3887333869934082,0.18619957566261292,0.3298417627811432,0.37158215045928955,0.18556281924247742,0.9688999056816101,0.37259119749069214,0.17200857400894165,0.35155031085014343,0.37237608432769775,0.16979075968265533,0.9559876322746277,0.36237823963165283,0.17400917410850525,0.3500208556652069,0.3620239794254303,0.17222914099693298,0.9493423104286194,0.3663940727710724,0.17872466146945953,0.37209510803222656,0.3614753782749176,0.1782224476337433,0.9336134791374207,0.4043214023113251,0.4772128164768219,0.9956238269805908,0.3535175025463104,0.4772706627845764,0.9988512992858887,0.3902830481529236,0.5942875742912292,0.27086666226387024,0.3677954077720642,0.6169685125350952,0.9321930408477783,0.35725852847099304,0.6868246793746948,0.4336452782154083,0.3551379442214966,0.7557846307754517,0.9428097605705261,0.3432772159576416,0.6994872689247131,0.5329747796058655,0.3366563618183136,0.7745159864425659,0.931402325630188,0.4304870665073395,0.7291733026504517,0.5250946283340454,0.44347912073135376,0.7914038896560669,0.9011290669441223
9,0.3889222741127014,0.2751845121383667,0.9968419075012207,0.38699886202812195,0.2645062506198883,0.9957733154296875,0.38839197158813477,0.2643432021141052,0.9937095046043396,0.3900071978569031,0.26420167088508606,0.9945951104164124,0.3799881339073181,0.2642844021320343,0.9969456195831299,0.37617501616477966,0.2640516459941864,0.9965994954109192,0.37211328744888306,0.26347285509109497,0.9971617460250854,0.3783480226993561,0.26703447103500366,0.9939472675323486,0.35208359360694885,0.26607009768486023,0.9967564344406128,0.3916260600090027,0.2837410867214203,0.9924906492233276,0.38415539264678955,0.28270038962364197,0.9923580884933472,0.3795638084411621,0.3147531747817993,0.9804807901382446,0.32583117485046387,0.3150140643119812,0.9979458451271057,0.40737372636795044,0.24451608955860138,0.1581972986459732,0.3691416382789612,0.2421870231628418,0.980030357837677,0.38815629482269287,0.1813581883907318,0.34019407629966736,0.3726606070995331,0.18537357449531555,0.9695633053779602,0.36416947841644287,0.17295613884925842,0.3610822856426239,0.374253511428833,0.16969016194343567,0.9567464590072632,0.35416391491889954,0.1755884438753128,0.35955989360809326,0.3618973195552826,0.17177633941173553,0.9501513838768005,0.35668110847473145,0.18088726699352264,0.38097256422042847,0.3604661822319031,0.1794620156288147,0.9345317482948303,0.3916294574737549,0.47471070289611816,0.9955551028251648,0.3550443947315216,0.47564783692359924,0.9988659024238586,0.3841407895088196,0.5843249559402466,0.2684292495250702,0.36785197257995605,0.6105839014053345,0.9346930980682373,0.3542717695236206,0.6826351881027222,0.42881351709365845,0.35305625200271606,0.7522740960121155,0.9444529414176941,0.33975914120674133,0.691459059715271,0.5319545269012451,0.33393967151641846,0.7720497846603394,0.9338915944099426,0.42558079957962036,0.728489100933075,0.5235450863838196,0.4434790015220642,0.7867934107780457,0.9034484624862671
